1,"BookTitle","Bahá’í Prayers","巴哈伊祈禱文","巴哈伊祈祷文"
612,"MainText","Verily, Thou art the Generous. Verily, Thou art the Merciful. Verily, Thou art the Precious, the Beloved.","誠然！祢是寬懷之尊。誠然！祢是慈悲者。誠然！祢是尊貴的鍾愛者。","诚然！祢是慷慨者。诚然！祢是仁慈者。诚然！祢是尊贵的挚爱者。"
613,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
614,"PassageNumber",97,97,97
615,"MainText","O Thou forgiving God! These servants are turning to Thy kingdom and seeking Thy grace and bounty. O God! Make their hearts good and pure in order that they may become worthy of Thy love. Purify and sanctify the spirits that the light of the Sun of Reality may shine upon them. Purify and sanctify the eyes that they may perceive Thy light. Purify and sanctify the ears in order that they may hear the call of Thy kingdom.","赦免寬容的上帝啊！這些僕人正轉向祢的天國，祈求祢的慈悲和恩賜。上帝啊！使眾心仁善以配得祢的慈愛。淨化他們的精神，使實體之陽的光芒能經由他們而普照四方。淨化他們的雙目，使他們能洞察祢的光輝。淨化他們的雙耳，使他們能傾聽祢天國的召喚。","宽仁的上帝啊！这些仆人正转向祢的天国，祈求祢的慈悲和恩赐。上帝啊！使人心善良纯洁吧，这才配得上祢的爱。净化他们的精神吧，让实在之阳普照他们；洁净和圣化他们的双目吧，使他们领略祢的光耀；涤清他们的双耳吧，使他们倾听祢天国的呼召。"
616,"MainText","O Lord! Verily, we are weak, but Thou art mighty. Verily, we are poor, but Thou art rich. We are the seekers, and Thou art the One sought. O Lord! Have compassion upon us and forgive us; bestow upon us such capacity and receptiveness that we may be worthy of Thy favors and become attracted to Thy kingdom, that we may drink deep of the water of life, may be enkindled by the fire of Thy love, and be resuscitated through the breaths of the Holy Spirit in this radiant century.","主啊！誠然，我們是柔弱的而祢是強大的，我們是貧困的而祢是富裕的。我們是慕道者，而祢是唯一的目標。主啊！憐憫我們，赦免我們，賜我們才能與機智，使我們能回應祢的恩惠，為祢的天國所吸引，為祢的愛火所點燃，並在這璀璨的世紀中，因祢聖靈的氣息而復甦。","主啊！确然，我们弱小，祢无比强大。我们贫穷，祢富足充盈。我们是慕道者，祢是唯一目标。主啊！怜悯我们，宽宥我们吧，赐我们能力和感悟力；使我们配得上祢的恩宠，仰慕祢天国的胜境；使我们畅饮生命的活水，借祢的爱火燃起热情，在这辉煌的世纪，借祢圣灵的气息而复苏。"
617,"MainText","O God, my God! Cast upon this gathering the glances of Thy loving-kindness. Keep safe each and all in Thy custody and under Thy protection. Send down upon these souls Thy heavenly blessings. Immerse them in the ocean of Thy mercy, and quicken them through the breaths of the Holy Spirit.","主啊，我的上帝！為這聚會投下祢仁愛的目光吧。讓我們受祢眷顧和庇佑而安然無恙；將祢天堂的恩澤降於這些靈魂吧，讓他們沉浸在祢慈悲之汪洋，借著聖靈的氣息而振奮激昂。","主啊，我的上帝！为这聚会投下祢仁爱的目光吧。让我们受祢眷顾和庇佑而安然无恙；将祢天堂的恩泽降于这些灵魂吧，让他们沉浸在祢慈悲之汪洋，借着圣灵的气息而振奋激昂。"
618,"MainText","O Lord! Bestow Thy gracious aid and confirmation upon this just government. This country lieth beneath the sheltering shadow of Thy protection, and this people is in Thy service. O Lord! Confer upon them Thy heavenly bounty and render the outpourings of Thy grace and favor copious and abundant. Suffer this esteemed nation to be held in honor, and enable it to be admitted into Thy kingdom.","主啊！將祢的認可和仁慈援助，賜予這公義的政府。這個國家正承享祢的庇護，這裡的人們正在為祢服務。主啊！將祢的浩蕩天恩授予他們，將祢的無限仁愛向他們傾注；讓這受尊敬的國家永葆其榮耀，使它能夠蒙恩而進入祢的國度。","主啊！将祢的认可和仁慈援助，赐予这公义的政府。这个国家正承享祢的庇护，这里的人们正在为祢服务。主啊！将祢的浩荡天恩授予他们，将祢的无限仁爱向他们倾注；让这受尊敬的国家永葆其荣耀，使它能够蒙恩而进入祢的国度。"
619,"MainText","Thou art the Powerful, the Omnipotent, the Merciful, and Thou art the Generous, the Beneficent, the Lord of grace abounding.","祢是大力者，全能者，仁慈者；祢是慷慨者，行善者，無邊恩惠之主。","祢是大力者，全能者，仁慈者；祢是慷慨者，行善者，无边恩惠之主。"
620,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
621,"PassageNumber",98,98,98
622,"MainText","O Divine Providence! This assemblage is composed of Thy friends who are attracted to Thy beauty and are set ablaze by the fire of Thy love. Turn these souls into heavenly angels, resuscitate them through the breath of Thy Holy Spirit, grant them eloquent tongues and resolute hearts, bestow upon them heavenly power and merciful susceptibilities, cause them to become the promulgators of the oneness of mankind and the cause of love and concord in the world of humanity, so that the perilous darkness of ignorant prejudice may vanish through the light of the Sun of Truth, this dreary world may become illumined, this material realm may absorb the rays of the world of spirit, these different colors may merge into one color and the melody of praise may rise to the kingdom of Thy sanctity.","神聖的上帝啊！這裡聚集著祢的朋友。祢的聖美將他們吸引，祢的愛火將他們點燃。請把這些靈魂變成天使吧，借祢聖靈的氣息使他們復蘇，並賜予他們雄辯的口才、堅強的決心、神聖的威權、仁愛的情懷，讓他們成為人類大同的傳播者，成為世間愛與和諧的根由。這樣，借祢真理之陽的光輝，無知偏見的危險黑暗就會逐漸消退，這沉郁的世界就會被照亮，物質領域就會汲取靈性世界的聖光，不同的色彩彙聚成一色，贊歌飛揚至祢聖潔天堂。","神圣的上帝啊！这里聚集着祢的朋友。祢的圣美将他们吸引，祢的爱火将他们点燃。请把这些灵魂变成天使吧，借祢圣灵的气息使他们复苏，并赐予他们雄辩的口才、坚强的决心、神圣的威权、仁爱的情怀，让他们成为人类大同的传播者，成为世间爱与和谐的根由。这样，借祢真理之阳的光辉，无知偏见的危险黑暗就会逐渐消退，这沉郁的世界就会被照亮，物质领域就会汲取灵性世界的圣光，不同的色彩汇聚成一色，赞歌飞扬至祢圣洁天堂。"
623,"MainText","Verily, Thou art the Omnipotent, and the Almighty!","誠然，祢是萬能的、全能的上帝！","诚然，祢是万能的、全能的上帝！"
624,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
625,"SectionText","Morning","晨禱","晨祷"
626,"PassageNumber",99,99,99
627,"MainText","O my God and my Master! I am Thy servant and the son of Thy servant. I have risen from my couch at this dawntide when the Daystar of Thy oneness hath shone forth from the Dayspring of Thy will, and hath shed its radiance upon the whole world, according to what had been ordained in the Books of Thy Decree.","我的上帝啊，我的主！我是祢的僕人，也是祢僕人之子。遵照祢所諭令的經典，祢唯一性的聖陽在祢意志的黎明中照耀，並且光耀人寰。此刻，我已在晨曦中起身。","我的上帝啊，我的主！我是祢的仆人，也是祢仆人之子。遵照祢所谕令的经典，祢唯一性的圣阳在祢意志的黎明中照耀，并且光耀人寰。此刻，我已在晨曦中起身。"
628,"MainText","Praise be unto Thee, O my God, that we have wakened to the splendors of the light of Thy knowledge. Send down, then, upon us, O my Lord, what will enable us to dispense with anyone but Thee, and will rid us of all attachment to aught except Thyself. Write down, moreover, for me, and for such as are dear to me, and for my kindred, man and woman alike, the good of this world and the world to come. Keep us safe, then, through Thine unfailing protection, O Thou the Beloved of the entire creation and the Desire of the whole universe, from them whom Thou hast made to be the manifestations of the Evil Whisperer, who whisper in men’s breasts. Potent art Thou to do Thy pleasure. Thou art, verily, the Almighty, the Help in Peril, the Self-Subsisting.","贊美歸於祢，我的上帝！我們已覺察到祢知識的光輝。我的主啊！向我們降賜仁恩，使我們除祢之外無需他人；使我們擺脫一切眷戀，只仰賴於祢自身。請為我和親眷們，不論男女，記下今生來世的善美。上帝啊，祢為一切造物所鐘愛，祢是全宇宙的希望！借祢可靠的護衛，保佑我們平安，使我們遠離小人——他們已被祢顯示為邪惡的造謠者，專在人們心裡播弄是非。祢有權隨心而為，誠然！祢是全能者，救苦救難者，自在自存者。","赞美归于祢，我的上帝！我们已觉察到祢知识的光辉。我的主啊！向我们降赐仁恩，使我们除祢之外无需他人；使我们摆脱一切眷恋，只仰赖于祢自身。请为我和亲眷们，不论男女，记下今生来世的善美。上帝啊，祢为一切造物所钟爱，祢是全宇宙的希望！借祢可靠的护卫，保佑我们平安，使我们远离小人——他们已被祢显示为邪恶的造谣者，专在人们心里播弄是非。祢有权随心而为，诚然！祢是全能者，救苦救难者，自在自存者。"
629,"MainText","Bless Thou, O Lord my God, Him Whom Thou hast set over Thy most excellent Titles, and through Whom Thou hast divided between the godly and the wicked, and graciously aid us to do what Thou lovest and desirest. Bless Thou, moreover, O my God, them Who are Thy Words and Thy Letters, and them who have set their faces towards Thee, and turned unto Thy face, and hearkened to Thy Call.","主啊，我的上帝！求祢賜福於祂，因為祂承接了祢的至尊名號。借由祂，祢劃分了善惡，惠助我們行祢喜樂之事。我的上帝啊！求祢賜福這樣的人：他們體現祢的話語和字句，他們面向祢的聖容，永遠聽從祢的令諭。","主啊，我的上帝！求祢赐福于祂，因为祂承接了祢的至尊名号。借由祂，祢划分了善恶，惠助我们行祢喜乐之事。我的上帝啊！求祢赐福这样的人：他们体现祢的话语和字句，他们面向祢的圣容，永远听从祢的令谕。"
630,"MainText","Thou art, truly, the Lord and King of all men, and art potent over all things.","誠然！祢是全人類的君王，祢統御萬物。","诚然！祢是全人类的君王，祢统御万物。"
631,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
632,"PassageNumber",100,100,100
633,"MainText","I have wakened in Thy shelter, O my God, and it becometh him that seeketh that shelter to abide within the Sanctuary of Thy protection and the Stronghold of Thy defense. Illumine my inner being, O my Lord, with the splendors of the Dayspring of Thy Revelation, even as Thou didst illumine my outer being with the morning light of Thy favor.","我的上帝啊！我已在祢的庇護下甦醒，凡渴望居住於祢保護下之避難所，祢防護下之堡壘的人，此處是適宜的。我的主啊！以祢啟示之黎明的光亮來照耀我的內心，好似祢以恩賜的晨光照耀我的外貌一樣。","我的上帝啊！我已在祢的庇荫下苏醒。凡渴望居住在祢保护下之避难所、祢防卫下之堡垒的人，祢的庇荫处正适于他。我的主啊！以祢天启黎明之光照亮我的内心，就像祢恩赐的晨光照耀我的外貌一样。"
634,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
635,"PassageNumber",101,101,101
636,"MainText","I have risen this morning by Thy grace, O my God, and left my home trusting wholly in Thee, and committing myself to Thy care. Send down, then, upon me, out of the heaven of Thy mercy, a blessing from Thy side, and enable me to return home in safety even as Thou didst enable me to set out under Thy protection with my thoughts fixed steadfastly upon Thee.","我的上帝啊！有賴於祢的恩寵，我已在這清晨時分起身，並離開了我的住所，將一切託付給祢，亦將我自己交託在祢的照料下。自祢慈悲的天庭降予我祢的福佑，並使我安返家門，如同祢曾使我堅定地信賴祢，而在祢的保護下出發一樣。","我的上帝啊！借由祢的慈恩，我已在这清晨起身，离开自己的家园，一心一意信从于祢，将自己交托在祢的照料下。求祢从慈悲的天庭，降予我祢的福佑，使我安返家门，一如祢曾使我坚信祢，在祢的保护下启程。"
637,"MainText","There is none other God but Thee, the One, the Incomparable, the All-Knowing, the All-Wise.","除祢之外別無上帝，祢是獨一無二、無以倫比者，全知、全智者。","除祢之外别无上帝，祢是独一无二者，无与伦比者，全知者，全智者。"
638,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
639,"PassageNumber",102,102,102
640,"MainText","I give praise to Thee, O my God, that Thou hast awakened me out of my sleep, and brought me forth after my disappearance, and raised me up from my slumber. I have wakened this morning with my face set toward the splendors of the Daystar of Thy Revelation, through Which the heavens of Thy power and Thy majesty have been illumined, acknowledging Thy signs, believing in Thy Book, and holding fast unto Thy Cord.","上帝啊！我讚美祢，因祢使我自睡夢中甦醒，使我消逝後重生，並使我由睡眠中起身。今早，我一甦醒便面向祢啟示之晨星所發出的光輝處，這晨星照亮了祢威權和莊嚴的天庭。我認知祢的表徵，深信祢的聖書，並執緊祢的靈絃。","上帝啊！我赞美祢，因为祢使我自梦中苏醒，使我消逝后重现，使我由睡眠中起身。今早我一苏醒过来，便面朝祢天启圣阳之光。借由这圣阳，祢的威权及庄严的天庭被照亮，我因此认知祢的征象，深信祢的圣书，并紧执祢的灵绳。"
641,"MainText","I beseech Thee, by the potency of Thy will and the compelling power of Thy purpose, to make of what Thou didst reveal unto me in my sleep the surest foundation for the mansions of Thy love that are within the hearts of Thy loved ones, and the best instrument for the revelation of the tokens of Thy grace and Thy loving-kindness.","奉祢旨意之力和祢意定之威，我懇求祢，將我在睡眠中所得自祢的啟示變成祢愛者心中天宿的基石，並成為祢慈恩表徵的最佳啟示之途。","凭祢旨意之效力，借祢意志之威能，我恳求祢，使我在睡眠中得自祢的启示，成为祢爱者心宇中的确信基石，成为显现祢恩典及宠爱征象的最佳途径。"
642,"MainText","Do Thou ordain for me through Thy most exalted Pen, O my Lord, the good of this world and of the next. I testify that within Thy grasp are held the reins of all things. Thou changest them as Thou pleasest. No God is there save Thee, the Strong, the Faithful.","我的主啊！經由祢至高之筆，請祢賜給我今世與來世之善物。除祢之外別無上帝，祢是威力無窮者，忠誠者。","我的主啊！借祢至尊之圣笔，赐我今生后世之善美。我见证祢执掌万物并随祢所愿改变它们。除祢之外别无上帝，祢是强大者，忠实者。"
643,"MainText","Thou art He Who changeth through His bidding abasement into glory, and weakness into strength, and powerlessness into might, and fear into calm, and doubt into certainty. No God is there but Thee, the Mighty, the Beneficent.","經由祢的令諭，屈辱變為榮耀，懦弱變為堅定，無能變為有力，畏懼變為沈著，猜疑變成確信。除祢之外別無上帝，祢是全能之施善者。","经由祢的令谕，屈辱变为荣耀，懦弱变为坚定，无能变为有力，畏惧变为沉着，猜忌变为确信。除祢之外别无上帝，祢是大力者，慈悲者。"
644,"MainText","Thou disappointest no one who hath sought Thee, nor dost Thou keep back from Thee anyone who hath desired Thee. Ordain Thou for me what becometh the heaven of Thy generosity, and the ocean of Thy bounty. Thou art, verily, the Almighty, the Most Powerful.","祢從不令尋覓祢的人失望，也從不拒絕渴慕祢的人。賜予我來自祢博施之天庭和祢寬大之洋的事物。誠然，祢是全能者，全權者。","祢从不令寻觅祢的人失望，也从不使渴慕祢的人沮丧。赐予我这些事物吧——它们来自祢博施之天庭，来自祢洪恩之汪洋。确然，祢是全能者，至能者。"
645,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
646,"SectionText","Praise and gratitude","讚美與感激","赞美与感激"
647,"PassageNumber",103,103,103
648,"MainText","All praise, O my God, be to Thee Who art the Source of all glory and majesty, of greatness and honor, of sovereignty and dominion, of loftiness and grace, of awe and power. Whomsoever Thou willest Thou causest to draw nigh unto the Most Great Ocean, and on whomsoever Thou desirest Thou conferrest the honor of recognizing Thy Most Ancient Name. Of all who are in heaven and on earth, none can withstand the operation of Thy sovereign Will. From all eternity Thou didst rule the entire creation, and Thou wilt continue for evermore to exercise Thy dominion over all created things. There is none other God but Thee, the Almighty, The Most Exalted, the All-Powerful, the All-Wise.","我的上帝啊！一切讚美歸於祢，祢是榮耀尊貴，至大至尊，統治支配，至高至善及敬畏威權之源，以祢的旨意引領祢所喜愛的人濱臨浩瀚之洋，並依祢所願讚美和感激，讓他得識祢至古之名。天上地下無人能阻止祢旨意的施行。亙古以來，祢統治著萬物，然自此以後，萬物仍將臣服於祢權柄之下。除祢之外別無上帝，祢是全能者，至尊者，全權者，全智者。","我的上帝啊，一切赞美归于祢！祢是这一切之源：荣耀与威严，伟大与尊荣，统治与主权，至高与至善，敬畏与威权。祢使自己的意欲者接近祢至伟圣洋，让自己的冀望者有幸得识祢太古圣名。天上地下无人能阻止祢神权圣意的施行。亘古以来祢统御万物，今后也永远行使祢的权柄。除祢之外别无上帝，祢是全能者，至尊者，万能者，全智者。"
649,"MainText","Illumine, O Lord, the faces of Thy servants, that they may behold Thee; and cleanse their hearts that they may turn unto the court of Thy heavenly favors, and recognize Him Who is the Manifestation of Thy Self and the Dayspring of Thine Essence. Verily, Thou art the Lord of all worlds. There is no God but Thee, the Unconstrained, the All-Subduing.","主啊！照亮祢僕役們的容貌，使他們能仰望祢。淨化他們的心靈，使他們轉向祢恩寵的天庭，並覺察祢自身的顯示者及祢本質的黎明。誠然，祢是萬邦之主，除祢之外別無上帝，祢是無拘無束者，自有永有者。","主啊！请祢照亮仆人的面庞，使他们目睹祢的尊容。请祢净化他们的心灵，使他们转向祢恩宠的天庭；认知祂——祢的显示者，祢神圣本质的黎明。诚然，祢是万邦之主，除祢之外别无上帝，祢无拘无束，征服一切。"
650,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
651,"PassageNumber",104,104,104
652,"MainText","In the Name of God, the Most High! Lauded and glorified art Thou, Lord, God Omnipotent! Thou before Whose wisdom the wise falleth short and faileth, before Whose knowledge the learned confesseth his ignorance, before Whose might the strong waxeth weak, before Whose wealth the rich testifieth to his poverty, before Whose light the enlightened is lost in darkness, toward the shrine of Whose knowledge turneth the essence of all understanding and around the sanctuary of Whose presence circle the souls of all mankind.","上帝的聖名是最崇高的。主，全能的上帝啊！讚美與榮耀歸於祢！在祢的全智尊前，智者自嘆弗如，在祢的全識尊前，學者自認學淺，在祢的威力尊前，強者自覺力薄，在祢的富裕尊前，富者自量窮乏，在祢的穎悟尊前，明智者如蹈迷途。所有理解之本質均轉向祢智識的靈堂，全人類的靈魂均圍繞於祢臨在的聖殿。","以至高者上帝之名！主啊，全能的上帝，赞美和荣耀归于祢！在祢的全智尊前，智者相形见绌；在祢的全识尊前，学者自愧不如；在祢的威能尊前，强者自惭力薄；在祢的富有尊前，富者唯表贫穷；在祢的圣光尊前，明者如入迷途。所有明悟之本质均朝向祢真知的灵龛，全人类的灵魂均聚集在祢临在的圣殿。"
653,"MainText","How then can I sing and tell of Thine Essence, which the wisdom of the wise and the learning of the learned have failed to comprehend, inasmuch as no man can sing that which he understandeth not, nor recount that unto which he cannot attain, whilst Thou hast been from everlasting the Inaccessible, the Unsearchable. Powerless though I be to rise to the heavens of Thy glory and soar in the realms of Thy knowledge, I can but recount Thy tokens that tell of Thy glorious handiwork.","我又怎能吟誦祢那連智者的智慧和學者的學問都無法理解的本質呢？因為沒有人能歌頌其所不瞭解的，及描述其所不能得到的，而祢是那永遠無法觸及尋獲的。雖然我無力高昇至祢榮耀的天庭，並翱翔於祢智識的領域，但我能列舉出那顯示祢榮耀之創造物的徵象。","我怎能吟颂祢的神圣本质？因为智者的智慧和学者的学问都无法将其理解。因为无人可以描述其难得之物，无人可以歌颂其不理解者。祢永远都令人无法接近、难以探究。虽然我无力高升至祢荣耀的天庭，翱翔于祢知识的王国，我却能够一一列举那显示祢辉煌杰作的表征。"
654,"MainText","By Thy Glory! O Beloved of all hearts, Thou that alone canst still the pangs of yearning for Thee! Though all the dwellers of heaven and earth unite to glorify the least of Thy signs, wherein and whereby Thou hast revealed Thyself, yet would they fail, how much more to praise Thy holy Word, the creator of all Thy tokens.","眾心所愛慕者啊！以祢的榮耀，只有祢能平息那因對祢之渴慕所產生的痛苦！縱使今世與來世的人靈聯合稱頌祢那顯示自身之最小的聖跡，他們仍將失敗，更遑論讚美祢的聖言，那所有徵象的創造者。","众心所爱慕者啊，以祢的万荣之荣！只有祢能平息那因渴慕祢而产生的剧痛！纵使天地人灵联合起来,也难以称颂祢的征象之丝毫，更遑论赞美祢的圣言，正是它创造了祢的所有表征。"
655,"MainText","All praise and glory be to Thee, Thou of Whom all things have testified that Thou art one and there is none other God but Thee, Who hast been from everlasting exalted above all peer or likeness and to everlasting shalt remain the same. All kings are but Thy servants and all beings, visible and invisible, as naught before Thee. There is none other God but Thee, the Gracious, the Powerful, the Most High.","一切讚美及榮耀歸於祢，萬物皆證明祢的唯一性，除祢之外別無上帝，亙古以來即無與祢匹敵或相像的，且這是永恆不變的。所有的君王皆為祢的僕役，一切有形與無形的生命，在祢的面前均化為烏有。除祢之外別無上帝，祢是仁惠者，全權者，至高者。","一切赞美及荣耀归于祢，万物皆证明祢的唯一性，除祢之外别无上帝！亘古以来就没有与祢匹敌或相像者，因为祢高于一切，持续永恒。所有君王皆为祢的仆役，一切有形与无形的存在，在祢面前均化为虚无。除祢之外别无上帝！祢是宽仁者，大能者，至高者。"
656,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
657,"PassageNumber",105,105,105
658,"MainText","Magnified be Thy name, O Lord my God! Thou art He Whom all things worship and Who worshipeth no one, Who is the Lord of all things and is the vassal of none, Who knoweth all things and is known of none. Thou didst wish to make Thyself known unto men; therefore, Thou didst, through a word of Thy mouth, bring creation into being and fashion the universe. There is none other God except Thee, the Fashioner, the Creator, the Almighty, the Most Powerful.","主，我的上帝啊！祢的聖名備受讚頌。祢為萬物所崇拜，而祢無所崇拜；祢主宰萬物，而祢無主宰；祢深知萬物，而無人知祢。祢為了顯示祢自己，所以由祢的聖諭創造了萬物，開闢了天地。除祢之外別無上帝，祢是開天闢地，全能全權的造物主。","主啊，我的上帝！祢的圣名备受赞美。万物皆崇拜祢，而祢无所崇拜；祢主宰万物，却不被万物主宰；祢洞察万物，而不被万物感知。为了向人类彰显自身，祢谕令造生万物，创设了宇宙。除祢之外别无上帝，祢是塑造者，创造者，全能者，至能者。"
659,"MainText","I implore Thee, by this very word that hath shone forth above the horizon of Thy will, to enable me to drink deep of the living waters through which Thou hast vivified the hearts of Thy chosen ones and quickened the souls of them that love Thee, that I may, at all times and under all conditions, turn my face wholly towards Thee.","奉祢旨意之地平線上的聖言，我祈求祢，讓我暢飲那可甦醒祢選民心地，振奮祢愛者的靈泉，以使我隨時隨地，全心地轉向祢。","奉祢旨意的地平线上发出的圣言，求祢让我畅饮那唤醒祢拣选者心灵、振奋爱祢者灵魂之活水，使我无论何时何地都全然面向祢。"
660,"MainText","Thou art the God of power, of glory and bounty. No God is there beside Thee, the Supreme Ruler, the All-Glorious, the Omniscient.","祢是權威、榮輝、賜福的上帝。除祢之外別無上帝，祢是無上榮耀，至尊無二的最高統治者。","祢是威权、荣耀、慷慨的上帝。除祢之外别无上帝，祢是至高统治者，无量荣耀者，无所不知者。                  "
661,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
662,"PassageNumber",106,106,106
663,"MainText","Glorified art Thou, O Lord my God! I yield Thee thanks for having enabled me to recognize the Manifestation of Thyself, and for having severed me from Thine enemies, and laid bare before mine eyes their misdeeds and wicked works in Thy days, and for having rid me of all attachment to them, and caused me to turn wholly towards Thy grace and bountiful favors. I give Thee thanks, also, for having sent down upon me from the clouds of Thy will that which hath so sanctified me from the hints of the infidels and the allusions of the misbelievers that I have fixed my heart firmly on Thee, and fled from such as have denied the light of Thy countenance. Again I thank Thee for having empowered me to be steadfast in Thy love, and to speak forth Thy praise and to extol Thy virtues, and for having given me to drink of the cup of Thy mercy that hath surpassed all things visible and invisible.","主，我的上帝啊！榮耀歸於祢，我感謝祢使我能認知祢自身的顯示者，並使我與祢的敵人隔絕，而在祢的時代中揭開他們的罪行於我的眼裡。消除我與他們之間的束縛，使我全心地轉向祢的賜與和宏恩。我也感謝祢，從祢意願的雲際中降賜於我，使我聖潔而遠離那些無宗教信仰者的示意和誤信者的引述。讓我的心堅信於祢，並遠避那些否認祢聖容之光的人。我再次感謝祢賜予我力量，使我能堅定於祢的愛，而道出對祢的讚美，頌揚祢的美德，並賜我能暢飲這杯超越一切有形與無形萬物的恩澤。","主啊，我的上帝！荣耀归于祢，感谢祢使我认知祢自身的显示者，使我与祢的敌人分道扬镳；在祢的日子里祢将他们的罪恶揭晓，让我摆脱与他们的一切瓜葛，并全心投向祢惠赐与宏恩的怀抱。感谢祢从圣意之云端降下宏恩，让我变得圣洁，摆脱无信仰者的暗示，远离异端者的影射，使我的心坚信于祢，避开否认祢圣容之光者。再次感谢祢赐我力量，使我坚定地爱祢，衷心地赞美祢，颂扬祢的美德。感谢祢让我畅饮祢恩泽之圣杯，这圣杯超越一切有形无形的万象。"
664,"MainText","Thou art the Almighty, the Most Exalted, the All-Glorious, the All- Loving.","祢是無所不能的尊上，榮耀的博愛者。","祢是万能者，至尊者，无量荣耀者，博爱者。"
665,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
666,"PassageNumber",107,107,107
667,"MainText","Praised be Thou, O Lord my God! Every time I attempt to make mention of Thee, I am hindered by the sublimity of Thy station and the overpowering greatness of Thy might. For were I to praise Thee throughout the length of Thy dominion and the duration of Thy sovereignty, I would find that my praise of Thee can befit only such as are like unto me, who are themselves Thy creatures, and who have been generated through the power of Thy decree and been fashioned through the potency of Thy will. And at whatever time my pen ascribeth glory to any one of Thy names, methinks I can hear the voice of its lamentation in its remoteness from Thee, and can recognize its cry because of its separation from Thy Self. I testify that everything other than Thee is but Thy creation and is held in the hollow of Thy hand. To have accepted any act or praise from Thy creatures is but an evidence of the wonders of Thy grace and bountiful favors, and a manifestation of Thy generosity and providence.","主啊，我的上帝！贊美歸於祢，每當我想頌揚祢，祢的崇高地位、祢不可戰勝的凜然威儀都讓我感到躊躇不已。綜觀祢統權之廣泛，祢君尊之持久綿延，我自覺我的贊語微不足道，只能與我們凡人相契。因為我們都是祢的造物，我們的創生出自祢的諭令，我們的塑成仰賴祢的旨意。每當我提筆稱頌祢的任何聖名，我似乎能聽到它因遠離祢而發出悲嘆，聽到它因與祢分離而大聲哭泣。我見證，萬物都由祢創造，都被祢掌控於手心。祢若接受造物的任何贊美或行為，都是祢慷慨天恩顯現的明證，是祢無限仁慈和恩寵的神跡。","主啊，我的上帝！赞美归于祢，每当我想颂扬祢，祢的崇高地位、祢不可战胜的凛然威仪都让我感到踌躇不已。综观祢统权之广泛，祢君尊之持久绵延，我自觉我的赞语微不足道，只能与我们凡人相契。因为我们都是祢的造物，我们的创生出自祢的谕令，我们的塑成仰赖祢的旨意。每当我提笔称颂祢的任何圣名，我似乎能听到它因远离祢而发出悲叹，听到它因与祢分离而大声哭泣。我见证，万物都由祢创造，都被祢掌控于手心。祢若接受造物的任何赞美或行为，都是祢慷慨天恩显现的明证，是祢无限仁慈和恩宠的神迹。"
668,"MainText","I entreat Thee, O my Lord, by Thy Most Great Name whereby Thou didst separate light from fire, and truth from denial, to send down upon me and upon such of my loved ones as are in my company the good of this world and of the next. Supply us, then, with Thy wondrous gifts that are hid from the eyes of men. Thou art, verily, the Fashioner of all creation. No God is there but Thee, the Almighty, the All-Glorious, the Most High.","我的主啊，祢以至大聖名分離了光與火，分離了否定與真理。求祢以至高聖名，將今生後世的美物垂賜我以及陪伴我的鐘愛者。我還要懇請祢，將眾人之眼看不見的神奇禮物贈予我們。誠然，祢是萬物的創造者，除祢之外別無上帝。祢是萬能者，無量榮耀者，至高者。","我的主啊，祢以至大圣名分离了光与火，分离了否定与真理。求祢以至高圣名，将今生后世的美物垂赐我以及陪伴我的钟爱者。我还要恳请祢，将众人之眼看不见的神奇礼物赠予我们。诚然，祢是万物的创造者，除祢之外别无上帝。祢是万能者，无量荣耀者，至高者。"
669,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
670,"PassageNumber",108,108,108
